BusinessName,FullAddress,StreetAddress,City,State,Zip,PlusCode,Website,Phone,LatLong,Category,Hours,IsClaimed,Rating,ReviewCount,Amenities,NumberOfPhotos,ImageURL,URL
PT Exa Mitra Solusi,"Rukan Graha Arteri Mas Kav. 62-63, Jalan Panjang No. 68, Jakarta Barat 11520, RT.19/RW.4, South Kedoya, Kebonjeruk, West Jakarta City, Jakarta 10220","Rukan Graha Arteri Mas Kav. 62-63, Jalan Panjang No. 68, Jakarta Barat 11520, RT.19/RW.4, South Kedoya, Kebonjeruk",West Jakarta City,Jakarta,10220,RQ89+44,examitrasolusi.co.id,(021) 5804700,"-6.18475, 106.767873",Kantor Perusahaan,"Rabu 08.30–17.30,Kamis 08.30–17.30,Jumat 08.30–17.30,Sabtu Tutup,Minggu Tutup,Senin 08.30–17.30,Selasa 08.30–17.30. Sembunyikan jam buka untuk seminggu",Y,"4,0",196,,25,https://lh5.googleusercontent.com/p/AF1QipPjm0h7CwpzZZhniMo-G6Do1LWYV7c-XQqCTU1Y=w408-h544-k-no,"https://www.google.com/maps/place/PT+Exa+Mitra+Solusi/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f403268604cb:0xf7a160725618986d!8m2!3d-6.18475!4d106.767873"
Graha SM,"Jl. Panjang No.3, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Jl. Panjang No.3, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQ49+VF,,,"-6.1928112, 106.7687362",Kantor Perusahaan,,N,"4,7",19,,8,https://lh5.googleusercontent.com/p/AF1QipNUlc_9zG9wJjdH2F2DHtZfriZK9TjUpHK8l2-r=w408-h544-k-no,"https://www.google.com/maps/place/Graha+SM/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f71dc4eb316f:0xf70c94c6e6ca1d1d!8m2!3d-6.1928112!4d106.7687362"
Dos Ni Roha,"Graha Eka Citta Jl. Budi Raya No. 9B Kemanggisan Palmerah RT.1, RT.1/RW.5, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Graha Eka Citta Jl. Budi Raya No. 9B Kemanggisan Palmerah RT.1, RT.1/RW.5, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQ5J+7Q,,(021) 5305600,"-6.191851, 106.7819809",Perusahaan Farmasi,,N,"4,3",11,,7,https://lh5.googleusercontent.com/p/AF1QipM7ShsG_1uVvkznw5pfs2dcxKedQWirOlS_fQbt=w408-h544-k-no,"https://www.google.com/maps/place/Dos+Ni+Roha/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f6e5f335816b:0x8861722885a8b53c!8m2!3d-6.191851!4d106.7819809"
Gedung Sastra Graha,"Jl. Perjuangan No.126, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Jl. Perjuangan No.126, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQ58+P9,,(021) 5360655,"-6.190665, 106.765917",Kantor Perusahaan,,N,"4,2",154,,39,https://lh5.googleusercontent.com/p/AF1QipPJdv_3Uw7sv6og8JK2yNGGhevsdrFRXaMAB1W7=w408-h544-k-no,"https://www.google.com/maps/place/Gedung+Sastra+Graha/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f71c8dd5d69f:0xe7281b8f636bc50!8m2!3d-6.190665!4d106.765917"
PT. Prisma Harapan,"Jl. Kedoya Duri No.38, RW.4, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520","Jl. Kedoya Duri No.38, RW.4, Kedoya Sel., Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11520,RQ88+GV,prisma-ads.com,(021) 58356575,"-6.1836312, 106.7671433",Kantor Perusahaan,"Rabu 08.30–17.30,Kamis 08.30–17.30,Jumat 08.30–17.30,Sabtu Tutup,Minggu Tutup,Senin 08.30–17.30,Selasa 08.30–17.30. Sembunyikan jam buka untuk seminggu",Y,"4,4",13,,16,https://lh5.googleusercontent.com/p/AF1QipOvD9yp2NnyqJZO1pTzr6GJ6UkfqugedV1Yziro=w408-h254-k-no,"https://www.google.com/maps/place/PT.+Prisma+Harapan/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f703d6e8036b:0xc90d1bee18b0a728!8m2!3d-6.1836312!4d106.7671433"
PT. Rinnai Indonesia,"Komp. Ruko Sastra Graha Lt. 6, Jalan Perjuangan No.21, Kebon Jeruk, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Komp. Ruko Sastra Graha Lt. 6, Jalan Perjuangan No.21, Kebon Jeruk, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQ58+MC,rinnai.co.id,(021) 5331638,"-6.1907933, 106.7660013",Kantor Perusahaan,"Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00,Selasa 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"4,6",10,,0,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,"https://www.google.com/maps/place/PT.+Rinnai+Indonesia/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f71c8b851b11:0x3cfbfe0b30545fab!8m2!3d-6.1907933!4d106.7660013"
MULTIKON,"Jl. Panjang No.55, RT.5/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Jl. Panjang No.55, RT.5/RW.10, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQ39+M9,multikon.co.id,(021) 53650036,"-6.1958354, 106.768413",Perusahaan Konstruksi,,Y,"4,4",57,,36,https://lh5.googleusercontent.com/p/AF1QipNrgHuu09MFem3aJuAj2g3QsFJ3ciDCDKoetWVp=w408-h306-k-no,"https://www.google.com/maps/place/MULTIKON/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f71e4c155bcf:0xdaeb58833b4cbd!8m2!3d-6.1958354!4d106.768413"
Graha Arteri Mas,"Jalan Panjang No. 68, RT. 19/4, Kebon Jeruk, RT.19/RW.4, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Jalan Panjang No. 68, RT. 19/4, Kebon Jeruk, RT.19/RW.4, Kedoya Sel., Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQ89+44,,0818-420-928,"-6.184651, 106.7678605",Kantor Perusahaan,,N,"3,9",141,,16,https://lh5.googleusercontent.com/p/AF1QipNHiOPksoQ9pDTgsbrqvmMrS8JCDlrhS8fJIRyA=w408-h285-k-no,"https://www.google.com/maps/place/Graha+Arteri+Mas/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f7024bcd2025:0x89b7af39ea43ea48!8m2!3d-6.184651!4d106.7678605"
Graha Pelitamaju,"Jalan Panjang Sunrise Garden Blok W No. 8, Kedoya Utara, Kebon Jeruk, RT.4/RW.5, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520","Jalan Panjang Sunrise Garden Blok W No. 8, Kedoya Utara, Kebon Jeruk, RT.4/RW.5, Kedoya Utara, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11520,RQG8+37,,(021) 58301888,"-6.1747586, 106.7657436",Kantor Perusahaan,"Rabu 09.00–17.00,Kamis 09.00–17.00,Jumat 09.00–17.00,Sabtu 09.00–17.00,Minggu Tutup,Senin 09.00–17.00,Selasa 09.00–17.00. Sembunyikan jam buka untuk seminggu",N,"4,4",48,,18,https://lh5.googleusercontent.com/p/AF1QipNf1KjEG9QKTGTEVYGWUm0FsDUl61A_CSpX6pLK=w408-h544-k-no,"https://www.google.com/maps/place/Graha+Pelitamaju/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f7ac2891da1b:0x9befaa4acb8d0a93!8m2!3d-6.1747586!4d106.7657436"
Vivere Group,"Graha Vivere, Jalan Jend. S. Parman No.6, RT.1/RW.5, Palmerah, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480","Graha Vivere, Jalan Jend. S. Parman No.6, RT.1/RW.5, Palmerah, Kec. Palmerah",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480,QQXX+CG,vivere.co.id,(021) 53651588,"-6.2014264, 106.7988292",Kantor Perusahaan,"Rabu 10.00–18.00,Kamis 10.00–18.00,Jumat 10.00–18.00,Sabtu Tutup,Minggu Tutup,Senin 10.00–18.00,Selasa 10.00–18.00. Sembunyikan jam buka untuk seminggu",N,"4,2",84,,24,https://lh5.googleusercontent.com/p/AF1QipNL02E0pfRd6aF-DsyPdnmvt8FYB4nk1RzMfMvm=w408-h544-k-no,"https://www.google.com/maps/place/Vivere+Group/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f6beeacfd5a5:0x774a72dd1b14ee6c!8m2!3d-6.2014264!4d106.7988292"
Wisma Akr,"Jl. Panjang No.5, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Jl. Panjang No.5, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQ59+88,akr.co.id,,"-6.1916293, 106.7682663",Kantor Perusahaan,,Y,"4,5",135,,34,https://lh5.googleusercontent.com/p/AF1QipNDt6z0NoBhqbYGSIRW2BdV3TM0tzAyQPlq4j4G=w408-h306-k-no,"https://www.google.com/maps/place/Wisma+Akr/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f71dae3dae3b:0x90163e99a268110e!8m2!3d-6.1916293!4d106.7682663"
PT. Unitama Analitika Perkasa - Main Office,"Jl. Panjang No.37C, RT.7/RW.11, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Jl. Panjang No.37C, RT.7/RW.11, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQ49+JM,unitamaanalitika.com,(021) 53660641,"-6.1933831, 106.7691467",Kantor Perusahaan,"Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00,Selasa 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"3,9",7,,8,https://lh5.googleusercontent.com/p/AF1QipNjtg7Y84eYxQqZcHFnkhTuACBwCH95P3M2iMcc=w408-h408-k-no,"https://www.google.com/maps/place/PT.+Unitama+Analitika+Perkasa+-+Main+Office/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f720424d8945:0x16a60f5b9e904be4!8m2!3d-6.1933831!4d106.7691467"
Astra Credit Companies,"Jl. Perjuangan No.88, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Jl. Perjuangan No.88, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQ58+R4,acc.co.id,(021) 5325919,"-6.190429, 106.7652987",Kantor Perusahaan,"Rabu 06.45–17.00,Kamis 06.45–17.00,Jumat 06.45–17.00,Sabtu 06.45–17.00,Minggu Tutup,Senin 06.45–17.00,Selasa 06.45–17.00. Sembunyikan jam buka untuk seminggu",N,"3,6",51,,35,https://lh5.googleusercontent.com/p/AF1QipNE1xCKKLhKsrqMp8LIxLtWkPsnAI6iHbfsdG-y=w408-h306-k-no,"https://www.google.com/maps/place/Astra+Credit+Companies/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f71c9b2818a1:0x4c7b3a084aec3124!8m2!3d-6.190429!4d106.7652987"
LOV Ministry,"Jl. Arjuna Utara No.9a, RT.9/RW.1, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510","Jl. Arjuna Utara No.9a, RT.9/RW.1, Duri Kepa, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11510,RQ6F+RC,,,"-6.1879521, 106.7735964",,,N,,,,0,https://geo0.ggpht.com/cbk?panoid=Vs4BJ6SoIPc9UGm3H38RVA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=342.73535&pitch=0&thumbfov=100,"https://www.google.com/maps/place/LOV+Ministry/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f7ebacd7dbe3:0xe19af1f170ddc378!8m2!3d-6.1879521!4d106.7735964"
"Krida Hasta Tama, PT","Gedung Guna Elektro Lt. 2, Jalan Arjuna Utara No. 50, Kebon Jeruk, RT.9/RW.1, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510               Terletak di: Gedung GAE (Guna Arjuna Elektro)","Gedung Guna Elektro Lt. 2, Jalan Arjuna Utara No. 50, Kebon Jeruk, RT.9/RW.1, Duri Kepa, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11510               Terletak di: Gedung GAE (Guna Arjuna Elektro),RQ6F+M2,gae.co.id,(021) 5689011,"-6.1883324, 106.772572",Kantor Perusahaan,"Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00,Selasa 08.00–17.00. Sembunyikan jam buka untuk seminggu",N,"5,0",4,,,https://lh5.googleusercontent.com/p/AF1QipMYim3Ve3yxoWh08WzGk2Qxioc0Px-EERckh5gl=w408-h468-k-no,"https://www.google.com/maps/place/Krida+Hasta+Tama,+PT/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f6fd35519245:0xd71f1ea6e95d57cc!8m2!3d-6.1883324!4d106.772572"
PT. Multigraha Alumindo,"11530Graha Multi Building, 2nd Floor, Jl. Panjang No. 55, Kebon Jeruk, RT.4/RW.4, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","11530Graha Multi Building, 2nd Floor, Jl. Panjang No. 55, Kebon Jeruk, RT.4/RW.4, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQ6G+P9,multindo-facade.com,(021) 53650040,"-6.1881467, 106.7759185",,,N,,,,0,https://geo3.ggpht.com/cbk?panoid=5e-9R_LwJKYW0oiacIfPWA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=155.2858&pitch=0&thumbfov=100,"https://www.google.com/maps/place/PT.+Multigraha+Alumindo/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f6fcad394c35:0x5769e6d24a2f9e7c!8m2!3d-6.1881467!4d106.7759185"
PT Indocater,"Media Komplek Metro TV, Jl. Pilar Mas Raya Kavling A-D Lt. 1& 2, RT. 8 / RW. 3, Kedoya Selatan, Kebon Jeruk, RT.7/RW.3, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520","Media Komplek Metro TV, Jl. Pilar Mas Raya Kavling A-D Lt. 1& 2, RT. 8 / RW. 3, Kedoya Selatan, Kebon Jeruk, RT.7/RW.3, Kedoya Sel., Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11520,RQ75+WH,indocater.co.id,(021) 58304010,"-6.1852485, 106.7589569",Kantor Perusahaan,"Rabu 08.00–18.00,Kamis 08.00–18.00,Jumat 08.00–18.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–18.00,Selasa 08.00–18.00. Sembunyikan jam buka untuk seminggu",N,"4,6",55,,33,https://lh5.googleusercontent.com/p/AF1QipNrRbtPmi3fn50UvFEswU2IfDigpjReqLDMi2KP=w408-h306-k-no,"https://www.google.com/maps/place/PT+Indocater/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f7060e50b8df:0xd65016ac88bf851d!8m2!3d-6.1852485!4d106.7589569"
WIR Group,"Jl. Panjang No.70, RT.6/RW.11, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530","Jl. Panjang No.70, RT.6/RW.11, Kb. Jeruk, Kec. Kb. Jeruk",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11530,RQ49+PJ,wirglobal.com,(021) 53678064,"-6.1931953, 106.7690001",Perusahaan Software,"Rabu 08.30–17.30,Kamis 08.30–17.30,Jumat 08.30–17.30,Sabtu Tutup,Minggu Tutup,Senin 08.30–17.30,Selasa 08.30–17.30. Sembunyikan jam buka untuk seminggu",Y,"4,3",47,,23,https://lh5.googleusercontent.com/p/AF1QipPiUkT85SCsF-FbvH0OJf8zs-YCzwZZWW3Ueji3=w408-h544-k-no,"https://www.google.com/maps/place/WIR+Group/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f71de0b99805:0x196f3648b7610087!8m2!3d-6.1931953!4d106.7690001"
PT Pupuk Indonesia Persero,"Jl. Taman Anggrek, RT.2/RW.8, Kemanggisan, Jaya, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480               Terletak di: PT Pupuk Sriwijaya Kantor Perwakilan Jakarta","Jl. Taman Anggrek, RT.2/RW.8, Kemanggisan, Jaya",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11480               Terletak di: PT Pupuk Sriwijaya Kantor Perwakilan Jakarta,RQ8R+39,pupuk-indonesia.com,(021) 53654900,"-6.1848378, 106.7909345",Kantor Perusahaan,"Rabu 07.30–16.00,Kamis 07.30–16.00,Jumat 07.30–16.00,Sabtu Tutup,Minggu Tutup,Senin 07.30–16.00,Selasa 07.30–16.00. Sembunyikan jam buka untuk seminggu",Y,"4,4",161,,86,https://lh5.googleusercontent.com/p/AF1QipMPgkvwLY0GvdEmcc0Ax6Dx87YUvlFnrwiiQj2P=w408-h306-k-no,"https://www.google.com/maps/place/PT+Pupuk+Indonesia+Persero/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f6f3aed427b5:0xc0ccf3a933299d5d!8m2!3d-6.1848378!4d106.7909345"
PT. Takari Kokoh Sejahtera,"Jl. Arjuna Utara No.131, RT.1/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470","Jl. Arjuna Utara No.131, RT.1/RW.1, Tj. Duren Sel., Kec. Grogol petamburan",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11470,RQ8Q+6P,takari.co.id,(021) 5640101,"-6.1843972, 106.7893316",Kantor Perusahaan,"Rabu 08.00–17.00,Kamis 08.00–17.00,Jumat 08.00–17.00,Sabtu Tutup,Minggu Tutup,Senin 08.00–17.00,Selasa 08.00–17.00. Sembunyikan jam buka untuk seminggu",Y,"4,3",45,,5,https://lh5.googleusercontent.com/p/AF1QipMTVk3X48AHoBZ1cluLv7iJMbJbZQuLsnfTILqm=w426-h240-k-no,"https://www.google.com/maps/place/PT.+Takari+Kokoh+Sejahtera/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f6f3c44eb383:0xdefedb0a092c6acc!8m2!3d-6.1843972!4d106.7893316"
PT Total Bangun Persada Tbk,"Jl. Letjen S. Parman No.Kav. 106, RT.12/RW.3, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440","Jl. Letjen S. Parman No.Kav. 106, RT.12/RW.3, Tomang, Kec. Grogol petamburan",Kota Jakarta Barat,Daerah Khusus Ibukota Jakarta,11440,RQFV+8Q,totalbp.com,(021) 5666999,"-6.1766661, 106.7944802",Perusahaan Konstruksi,"Rabu 08.30–17.30,Kamis 08.30–17.30,Jumat 08.30–17.30,Sabtu Tutup,Minggu Tutup,Senin 08.30–17.30,Selasa 08.30–17.30. Sembunyikan jam buka untuk seminggu",Y,"4,5",299,,234,https://lh5.googleusercontent.com/p/AF1QipPa3orAjiR-bfWuKi0p7zVFAmw4wa_mKnCxSypi=w408-h306-k-no,"https://www.google.com/maps/place/PT+Total+Bangun+Persada+Tbk/@-6.2087449,106.7142637,11z/data=!4m8!1m2!2m1!1sperusahaan+di+dekat+graha+matapel+jakarta+barat!3m4!1s0x2e69f660050af591:0xa0ca846938def3cb!8m2!3d-6.1766661!4d106.7944802"
